anchor,validation,lable
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/09645d96-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Brady_Rodgers_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/0d195b94-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/60afdb0c-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/3d7e785a-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Sammy_Sosa_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/fe5a22aa-ea87-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/524edde2-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/41bc4280-e7fc-11ed-b656-5cea1d41f966.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/173101ef-e7fc-11ed-b31b-5cea1d41f966.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/4e18ace4-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/78b32f42-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/0443709a-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Betsy_Coffin_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/07b65f94-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Yossi_Beilin_0002.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/3f5ee0ce-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/6ade5068-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/febb09e4-ea87-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/52becf9e-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/3cbab38e-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Michel_Therrien_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/48ca2916-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Arnold_Schwarzenegger_0004.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/4602111c-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/714943cc-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/42b82cbc-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Natasha_McElhone_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/4b70d2c8-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/763aae16-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/44d20ff4-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/6fb248f6-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/02889cc6-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Jim_Doyle_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/51a6d525-e7fc-11ed-81b9-5cea1d41f966.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/cd56bda2-e7fb-11ed-bf0b-5cea1d41f966.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/4aa53e1a-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Albaro_Recoba_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/fc346ad0-ea87-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/David_Beckham_0020.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/4dafe54c-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Steve_Fehr_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/06765e72-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Otto_Schily_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/3b556aca-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/6668cc70-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/fd8ab83a-ea87-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Inga_Hall_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/3a8c15da-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Nicole_Kidman_0004.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/07a1d196-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/5b7c7db6-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/44c25fcd-e7fc-11ed-aacf-5cea1d41f966.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Edmund_Stoiber_0007.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/41133eec-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Arnold_Schwarzenegger_0018.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/05656f14-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Branko_Crvenkovski_0002.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/4075d6b6-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/6b9c34ca-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/0960877a-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Angela_Merkel_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/0d7c9952-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/613c157c-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/4744b4f8-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/729199be-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/4ccbb796-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Antanas_Valionis_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/454bc10a-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Picabo_Street_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/2f3c39b5-e7fc-11ed-a533-5cea1d41f966.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/0565079c-e7fc-11ed-9eda-5cea1d41f966.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/03dad7e2-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/575d30b8-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/0310b516-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/569a9648-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/4bdc2280-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/76971962-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/0102f536-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Tony_Blair_0066.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/0cbf112a-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/6033cfa8-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/4dad783e-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/7832b934-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/43fe0754-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/John_Bolton_0005.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/48437826-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/7375fa32-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/ff0ca240-ea87-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/George_W_Bush_0170.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/37d23164-e7fc-11ed-9f66-5cea1d41f966.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Chuck_Yeager_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/fb5e678c-ea87-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/4efe31e2-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/0d77f60e-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Ana_Palacio_0008.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/fd0f7062-ea87-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Albert_Costa_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/0d75cb18-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/6133f0f4-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/07485f30-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Danny_Glover_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/474ae51c-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/72965cce-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/4b7fba68-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Kosuke_Kitajima_0002.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/09e59636-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/5d8c5ebe-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/ffd32ffa-ea87-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Suk_Chung_Hong_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/fbcba9a0-ea87-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/4f6ea1ca-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/fbc930ee-ea87-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/George_W_Bush_0376.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/febb09e4-ea87-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Mona_Rishmawi_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/484f1c9e-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/73805838-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/09d6b5f8-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Koichiro_Matsuura_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/0a6f600a-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Douglas_Faneuil_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/39b51f44-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/648a6634-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/5336f840-e7fc-11ed-b067-5cea1d41f966.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Chuck_Hagel_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/08d83bfe-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/5ca7fc74-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/48cd74ae-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/73e47250-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/0379dad2-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/5701c746-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/0e35c44a-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/62190748-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/3422bdbd-e7fc-11ed-a88b-5cea1d41f966.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Rupert_Grint_0002.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/0031e66c-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/5440d43e-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/3af9fc4e-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_yasmeen/65f63e80-ea88-11ed-8de8-0242ac1c000c.jpg,2
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/4a2be902-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Mary_Bono_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/0de05dca-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/61b1c86c-ea88-11ed-8de8-0242ac1c000c.jpg,1
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_yasmeen/42c9551e-ea88-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/negative/Ian_Campbell_0001.jpg,0
/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/anc_sarah/fd88a6a8-ea87-11ed-8de8-0242ac1c000c.jpg,/content/gdrive/MyDrive/NTI/Automated Video Surveillance/face_verification/face_dataset/pos_sarah/5181151a-ea88-11ed-8de8-0242ac1c000c.jpg,1
